country_code,year,gdp_growth,unemployment_rate,inflation_rate,trade_balance,foreign_direct_investment,gdp_per_capita,source,gdp_growth_filter,unemployment_rate_filter,inflation_rate_filter,average_gdp_growth,total_trade_balance,gdp_growth_rate_percentage,gdp_per_capita_growth,indicator_code,life_expectancy,maternal_mortality,healthcare_expenditure,infant_mortality,disease_burden,life_expectancy_filter,maternal_mortality_filter,healthcare_expenditure_filter,average_life_expectancy,total_healthcare_expenditure,under5_mortality_per_1k,maternal_mortality_ratio,physicians_per_1k,hospital_beds_per_10k,suicide_rate_per_100k,literacy_rate,enrollment_primary,enrollment_secondary,enrollment_tertiary,government_expenditure_pct_gdp,literacy_rate_filter,school_enrollment_rate,education_expenditure,education_expenditure_filter,average_literacy_rate,total_education_expenditure,teacher_student_ratio,teacher_student_ratio_metric,primary_completion_rate,gender_parity_in_education,co2_emissions,renewable_energy_usage,forest_area_pct,energy_use_kg_oil_pc,co2_emissions_filter,renewable_energy_usage_filter,energy_use_filter,total_co2_emissions,renewable_energy_percentage,deforestation_rate,average_deforestation_rate,water_usage,pm25,electric_power_kwh_pc,freshwater_withdrawal_pct,population_total,population_growth,fertility_rate,age_dependency_ratio,gini_index,poverty_rate,homicide_rate,child_labor,stunting_rate,immunization_dpt,internet_usage,mobile_subscriptions,scientific_articles,patent_applications,research_expenditure,broadband_subscriptions,innovation_index,trade_percentage_of_gdp,ip_payments,high_tech_exports,trade_balance_goods,trade_balance_services,exports_of_goods_services
GBR,2022,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.83,25.13,35.31,6896.84,High,Medium,High,19830000.0,25.13,0.14,0.43,376.15,57.03,5747.1,70.44,,,,,,,,,,,,,,,,,,,,,,,
GBR,2023,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,41.36,52.1,5234.17,Low,Medium,High,2690000.0,41.36,-1.48,-0.95,153.27,13.68,12800.69,97.0,,,,,,,,,,,,,,,,,,,,,,,
DEU,2010,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,61.66,52.0,5438.56,Low,High,High,2650000.0,61.66,-0.62,0.11,674.84,12.95,5700.21,36.67,,,,,,,,,,,,,,,,,,,,,,,
DEU,2011,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83,72.14,28.5,1870.06,Low,High,Low,4830000.0,72.14,0.57,0.1,337.89,47.86,4691.41,94.78,,,,,,,,,,,,,,,,,,,,,,,
DEU,2012,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.56,68.54,22.67,8142.88,High,High,High,17560000.0,68.54,-0.37,-1.24,180.03,14.57,8255.98,32.68,,,,,,,,,,,,,,,,,,,,,,,
DEU,2013,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92,29.12,66.57,9693.4,High,Medium,High,18920000.0,29.12,-0.21,-1.17,376.07,38.69,11942.28,93.36,,,,,,,,,,,,,,,,,,,,,,,
DEU,2014,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97,23.12,49.59,1673.37,Low,Medium,Low,4970000.0,23.12,0.46,0.04,411.88,40.75,6426.47,88.49,,,,,,,,,,,,,,,,,,,,,,,
DEU,2015,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51,75.0,56.08,6997.31,Low,High,High,4510000.0,75.0,-0.37,0.06,725.3,18.13,11088.15,34.76,,,,,,,,,,,,,,,,,,,,,,,
DEU,2016,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.47,18.34,51.93,7120.0,Medium,Low,High,6470000.0,18.34,-0.01,-0.13,146.99,42.3,12732.97,25.08,,,,,,,,,,,,,,,,,,,,,,,
DEU,2017,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88,54.9,44.17,5565.23,Low,High,High,4880000.0,54.9,-1.86,-0.88,175.0,51.35,4922.51,51.87,,,,,,,,,,,,,,,,,,,,,,,
DEU,2018,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.77,35.16,56.64,8978.66,Medium,Medium,High,8770000.0,35.16,0.36,-0.14,340.4,10.63,2341.4,74.94,,,,,,,,,,,,,,,,,,,,,,,
DEU,2019,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.79,58.89,37.96,8714.13,High,High,High,15790000.0,58.89,0.21,0.36,237.11,53.68,904.33,31.09,,,,,,,,,,,,,,,,,,,,,,,
DEU,2020,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.55,34.77,49.91,5915.91,High,Medium,High,19550000.0,34.77,-1.62,0.48,713.13,58.56,13427.65,3.74,,,,,,,,,,,,,,,,,,,,,,,
DEU,2021,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.64,9.43,36.32,1407.77,Medium,Low,Low,5640000.0,9.43,0.8,-0.56,300.22,26.31,759.71,9.18,,,,,,,,,,,,,,,,,,,,,,,
DEU,2022,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.31,46.13,21.05,3640.31,High,Medium,Medium,18310000.0,46.13,-1.76,-0.4,941.84,20.36,3593.52,56.46,,,,,,,,,,,,,,,,,,,,,,,
DEU,2023,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.07,33.35,55.3,4377.81,High,Medium,Medium,12070000.0,33.35,0.41,-0.65,669.37,35.71,14247.19,89.49,,,,,,,,,,,,,,,,,,,,,,,
JPN,2010,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.45,27.61,42.82,7186.17,High,Medium,High,10450000.0,27.61,0.88,-0.99,557.42,7.61,5234.28,37.83,,,,,,,,,,,,,,,,,,,,,,,
JPN,2011,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.59,74.79,48.8,7708.8,High,High,High,19590000.0,74.79,0.89,-0.95,469.18,22.46,5880.7,31.26,,,,,,,,,,,,,,,,,,,,,,,
JPN,2012,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,77.37,59.51,4292.63,Low,High,Medium,2380000.0,77.37,-0.6,-0.12,530.49,8.47,3880.62,31.58,,,,,,,,,,,,,,,,,,,,,,,
JPN,2013,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.97,28.06,36.91,6186.7,High,Medium,High,14970000.0,28.06,-1.43,0.48,241.39,52.74,3103.25,69.81,,,,,,,,,,,,,,,,,,,,,,,
JPN,2014,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.25,22.84,21.86,8793.71,High,Medium,High,11250000.0,22.84,-0.4,-0.04,337.01,16.3,12898.89,21.7,,,,,,,,,,,,,,,,,,,,,,,
JPN,2015,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.75,5.93,28.47,3413.1,High,Low,Medium,12750000.0,5.93,-1.83,-1.38,256.75,51.91,6643.12,16.58,,,,,,,,,,,,,,,,,,,,,,,
JPN,2016,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.26,71.27,68.69,6739.09,High,High,High,12260000.0,71.27,-1.38,0.07,531.38,36.96,13276.11,55.69,,,,,,,,,,,,,,,,,,,,,,,
JPN,2017,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.88,66.75,11.16,4262.41,Medium,High,Medium,6880000.0,66.75,-0.06,-0.29,370.09,27.94,11712.49,3.93,,,,,,,,,,,,,,,,,,,,,,,
JPN,2018,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.87,76.94,56.37,6178.22,High,High,High,10870000.0,76.94,0.48,0.48,627.2,57.64,10692.78,59.31,,,,,,,,,,,,,,,,,,,,,,,
JPN,2019,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.99,50.06,43.65,5207.47,High,High,High,13990000.0,50.06,0.67,0.12,144.73,19.88,7688.74,91.32,,,,,,,,,,,,,,,,,,,,,,,
JPN,2020,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,53.68,46.11,7468.63,Low,High,High,2540000.0,53.68,-0.07,0.16,259.94,40.24,9428.48,30.1,,,,,,,,,,,,,,,,,,,,,,,
JPN,2021,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86,53.47,42.83,7608.73,Medium,High,High,7860000.0,53.47,0.45,-0.39,862.2,55.28,12342.34,20.36,,,,,,,,,,,,,,,,,,,,,,,
JPN,2022,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.86,63.12,65.02,8555.22,Medium,High,High,8860000.0,63.12,0.95,-1.38,796.21,44.66,9370.83,46.58,,,,,,,,,,,,,,,,,,,,,,,
JPN,2023,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.73,63.79,56.09,2325.14,High,High,Medium,16730000.0,63.79,-1.73,-1.39,297.91,9.31,10557.41,7.42,,,,,,,,,,,,,,,,,,,,,,,
CHN,2010,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,6.45,41.67,3232.65,Low,Low,Medium,1400000.0,6.45,0.89,-0.4,174.1,41.95,11844.41,46.37,,,,,,,,,,,,,,,,,,,,,,,
CHN,2011,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.37,72.61,67.01,5429.92,High,High,High,11370000.0,72.61,-0.95,-1.11,600.49,57.26,13304.12,95.62,,,,,,,,,,,,,,,,,,,,,,,
CHN,2012,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76,44.47,55.0,5586.43,Low,Medium,High,3760000.0,44.47,-0.83,-0.12,512.33,26.33,7715.79,41.46,,,,,,,,,,,,,,,,,,,,,,,
CHN,2013,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,59.64,62.55,2588.48,Low,High,Medium,3300000.0,59.64,-1.77,-0.11,292.32,56.27,13345.66,72.87,,,,,,,,,,,,,,,,,,,,,,,
CHN,2014,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.52,34.55,19.65,6443.04,Medium,Medium,High,8520000.0,34.55,-1.33,-0.27,610.95,41.49,809.96,96.25,,,,,,,,,,,,,,,,,,,,,,,
CHN,2015,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.83,72.6,34.99,2104.66,High,High,Medium,10830000.0,72.6,-0.14,0.16,171.56,54.07,4667.94,20.79,,,,,,,,,,,,,,,,,,,,,,,
CHN,2016,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,44.72,40.7,1918.91,Medium,Medium,Low,7350000.0,44.72,-0.62,-0.94,575.05,42.53,2843.91,17.31,,,,,,,,,,,,,,,,,,,,,,,
CHN,2017,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.63,37.89,64.19,8674.54,High,Medium,High,13630000.0,37.89,-1.9,0.27,329.49,48.57,14956.65,8.27,,,,,,,,,,,,,,,,,,,,,,,
CHN,2018,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,63.27,31.03,6393.11,Medium,High,High,5800000.0,63.27,-1.08,0.33,853.74,38.64,2896.93,19.87,,,,,,,,,,,,,,,,,,,,,,,
CHN,2019,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.52,61.55,48.93,8561.9,Medium,High,High,9520000.0,61.55,0.33,-1.13,340.45,47.37,10215.34,36.57,,,,,,,,,,,,,,,,,,,,,,,
CHN,2020,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45,68.79,11.74,4525.79,Medium,High,Medium,5450000.0,68.79,-1.49,0.39,811.5,46.76,12136.51,51.62,,,,,,,,,,,,,,,,,,,,,,,
CHN,2021,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.46,64.84,32.47,9685.91,High,High,High,18460000.0,64.84,-0.87,-1.35,367.42,48.42,13230.16,50.5,,,,,,,,,,,,,,,,,,,,,,,
CHN,2022,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.72,19.07,24.41,9339.89,Medium,Low,High,6720000.0,19.07,-0.38,-0.17,746.62,15.53,14283.13,50.11,,,,,,,,,,,,,,,,,,,,,,,
CHN,2023,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.94,75.55,29.43,3790.78,Medium,High,Medium,6940000.0,75.55,0.52,-1.46,822.76,48.56,12703.27,76.48,,,,,,,,,,,,,,,,,,,,,,,
FRA,2010,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.14,44.49,45.92,7496.3,High,Medium,High,12140000.0,44.49,-0.83,-0.49,637.72,42.31,10903.62,25.53,,,,,,,,,,,,,,,,,,,,,,,
FRA,2011,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.27,52.07,50.36,3116.09,High,High,Medium,13270000.0,52.07,-1.6,-0.29,281.15,32.77,12194.16,17.6,,,,,,,,,,,,,,,,,,,,,,,
FRA,2012,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.82,63.6,65.2,1014.47,Medium,High,Low,5820000.0,63.6,0.34,-1.16,861.41,27.3,11658.14,45.9,,,,,,,,,,,,,,,,,,,,,,,
FRA,2013,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.61,51.11,27.39,9909.33,Medium,High,High,5610000.0,51.11,-0.24,-0.2,247.28,43.57,9767.93,63.71,,,,,,,,,,,,,,,,,,,,,,,
FRA,2014,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.05,41.12,51.82,7068.99,Medium,Medium,High,8050000.000000001,41.12,-0.06,-0.74,698.49,12.49,9942.25,32.89,,,,,,,,,,,,,,,,,,,,,,,
FRA,2015,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.48,55.1,60.42,5565.11,High,High,High,13480000.0,55.1,-0.62,0.32,290.5,13.2,10471.39,40.58,,,,,,,,,,,,,,,,,,,,,,,
FRA,2016,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,50.39,18.15,2533.11,Low,High,Medium,2020000.0,50.39,-0.33,-1.45,432.81,20.04,5893.25,37.44,,,,,,,,,,,,,,,,,,,,,,,
FRA,2017,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,42.24,40.1,1196.81,High,Medium,Low,14500000.0,42.24,-1.12,0.38,270.04,14.07,12516.3,55.32,,,,,,,,,,,,,,,,,,,,,,,
FRA,2018,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.45,24.49,20.67,1658.52,High,Medium,Low,18450000.0,24.49,-1.51,0.17,488.98,58.32,12580.83,93.77,,,,,,,,,,,,,,,,,,,,,,,
FRA,2019,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.29,16.89,14.16,5591.28,High,Low,High,14290000.0,16.89,-1.15,0.14,414.14,10.56,13779.21,13.91,,,,,,,,,,,,,,,,,,,,,,,
FRA,2020,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.72,49.4,53.3,1167.73,Low,Medium,Low,4720000.0,49.4,-1.12,-0.12,956.73,8.32,13683.23,82.06,,,,,,,,,,,,,,,,,,,,,,,
FRA,2021,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04,20.57,55.55,2940.8,High,Medium,Medium,13040000.0,20.57,-0.96,-0.22,889.54,59.88,13923.49,48.4,,,,,,,,,,,,,,,,,,,,,,,
FRA,2022,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93,9.38,24.67,5081.72,Medium,Low,High,9930000.0,9.38,-1.83,-1.27,695.42,13.53,4183.61,77.4,,,,,,,,,,,,,,,,,,,,,,,
FRA,2023,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.74,38.16,58.05,5307.49,Medium,Medium,High,9740000.0,38.16,-0.7,-1.39,679.89,38.22,7822.05,85.67,,,,,,,,,,,,,,,,,,,,,,,
IND,2010,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.91,54.24,67.78,9063.05,Medium,High,High,8910000.0,54.24,0.51,-0.72,389.45,41.21,7925.52,26.91,,,,,,,,,,,,,,,,,,,,,,,
IND,2011,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.93,32.8,10.62,5208.69,High,Medium,High,14930000.0,32.8,0.96,-1.02,406.13,33.39,1717.07,54.6,,,,,,,,,,,,,,,,,,,,,,,
IND,2012,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.35,78.26,20.21,6076.08,Medium,High,High,6350000.0,78.26,-0.68,0.05,879.65,33.06,1755.12,15.63,,,,,,,,,,,,,,,,,,,,,,,
IND,2013,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.92,73.57,32.33,6086.53,Medium,High,High,5920000.0,73.57,-0.76,-0.96,730.35,32.25,14184.85,41.64,,,,,,,,,,,,,,,,,,,,,,,
IND,2014,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.21,13.82,30.05,2989.12,High,Low,Medium,14210000.0,13.82,-0.34,0.37,244.23,37.75,11416.22,61.56,,,,,,,,,,,,,,,,,,,,,,,
IND,2015,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.58,74.79,24.63,517.66,Medium,High,Low,6580000.0,74.79,-0.74,-0.96,246.87,14.21,7660.03,20.21,,,,,,,,,,,,,,,,,,,,,,,
IND,2016,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.27,23.02,25.03,8840.62,Medium,Medium,High,6270000.0,23.02,-0.15,0.17,713.85,25.61,10620.14,69.38,,,,,,,,,,,,,,,,,,,,,,,
IND,2017,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,13.31,29.6,6266.29,Low,Low,High,2600000.0,13.31,0.54,0.1,255.66,22.72,14758.42,12.34,,,,,,,,,,,,,,,,,,,,,,,
IND,2018,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.96,56.7,31.65,881.82,High,High,Low,14960000.0,56.7,-0.11,-1.04,228.88,14.29,1822.99,63.0,,,,,,,,,,,,,,,,,,,,,,,
IND,2019,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.03,78.23,24.37,1395.96,High,High,Low,18030000.0,78.23,-0.44,-1.22,572.48,50.88,3908.6,35.22,,,,,,,,,,,,,,,,,,,,,,,
IND,2020,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.13,39.04,50.35,7713.09,High,Medium,High,12130000.0,39.04,0.79,0.21,222.93,23.84,3301.73,29.96,,,,,,,,,,,,,,,,,,,,,,,
IND,2021,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18,76.28,69.91,6641.1,Medium,High,High,7180000.0,76.28,0.65,-0.51,705.12,31.39,4596.51,86.56,,,,,,,,,,,,,,,,,,,,,,,
IND,2022,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.99,57.14,57.91,5780.79,High,High,High,12990000.0,57.14,0.74,0.41,562.56,56.73,7329.72,42.67,,,,,,,,,,,,,,,,,,,,,,,
IND,2023,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,32.5,18.78,4744.38,Medium,Medium,Medium,8400000.0,32.5,0.71,-0.79,854.08,40.26,4491.82,89.69,,,,,,,,,,,,,,,,,,,,,,,
AUS,2010,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,7.43,10.3,7120.41,High,Low,High,10250000.0,7.43,-0.96,-0.81,246.57,46.99,11982.73,71.44,,,,,,,,,,,,,,,,,,,,,,,
AUS,2011,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,22.74,65.06,4799.86,Medium,Medium,Medium,5280000.0,22.74,-1.7,-0.69,990.27,50.08,4682.42,80.71,,,,,,,,,,,,,,,,,,,,,,,
AUS,2012,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,65.72,41.14,4961.21,Medium,High,Medium,9600000.0,65.72,-1.21,-1.13,989.28,33.2,7318.98,66.73,,,,,,,,,,,,,,,,,,,,,,,
AUS,2013,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.34,72.82,42.74,6151.53,High,High,High,16340000.0,72.82,0.81,-0.13,965.59,9.16,5861.18,27.97,,,,,,,,,,,,,,,,,,,,,,,
AUS,2014,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.07,26.68,33.88,3260.44,High,Medium,Medium,16070000.0,26.68,0.22,-0.69,730.7,8.39,12915.62,98.03,,,,,,,,,,,,,,,,,,,,,,,
AUS,2015,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,24.32,18.56,9015.31,Medium,Medium,High,9650000.0,24.32,0.15,-0.73,184.06,21.83,9302.77,5.0,,,,,,,,,,,,,,,,,,,,,,,
AUS,2016,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.76,77.05,23.51,9410.46,High,High,High,13760000.0,77.05,0.81,-1.28,205.04,42.81,11365.91,93.56,,,,,,,,,,,,,,,,,,,,,,,
AUS,2017,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,36.03,48.36,4816.49,Low,Medium,Medium,1890000.0,36.03,0.01,-0.2,217.03,21.82,12732.71,36.56,,,,,,,,,,,,,,,,,,,,,,,
AUS,2018,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,56.81,41.03,9520.1,Low,High,High,2870000.0,56.81,-0.4,-0.28,423.01,50.58,2564.76,98.85,,,,,,,,,,,,,,,,,,,,,,,
AUS,2019,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.68,63.46,37.22,5758.98,High,High,High,16680000.0,63.46,0.17,0.36,866.07,22.75,5552.19,80.78,,,,,,,,,,,,,,,,,,,,,,,
AUS,2020,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,12.53,34.09,2308.09,Low,Low,Medium,1010000.0,12.53,0.82,-1.37,412.71,10.77,4626.39,46.48,,,,,,,,,,,,,,,,,,,,,,,
AUS,2021,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15,37.1,64.45,705.71,Medium,Medium,Low,6150000.0,37.1,-1.15,-0.87,661.68,21.46,11487.08,91.29,,,,,,,,,,,,,,,,,,,,,,,
AUS,2022,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,74.3,30.2,3318.48,Low,High,Medium,2860000.0,74.3,0.88,-1.23,307.95,34.73,10162.02,79.65,,,,,,,,,,,,,,,,,,,,,,,
AUS,2023,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.72,53.42,57.55,1669.33,High,High,Low,11720000.0,53.42,0.03,-1.24,946.7,15.06,13708.28,44.39,,,,,,,,,,,,,,,,,,,,,,,
BRA,2010,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.89,43.22,35.64,8482.95,High,Medium,High,17890000.0,43.22,-1.2,-0.17,646.6,37.32,2899.65,14.67,,,,,,,,,,,,,,,,,,,,,,,
BRA,2011,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.03,27.06,54.45,1605.32,Medium,Medium,Low,5030000.0,27.06,0.31,-1.05,117.22,11.2,2217.73,92.95,,,,,,,,,,,,,,,,,,,,,,,
BRA,2012,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.84,73.91,38.41,1305.13,High,High,Low,13840000.0,73.91,-0.9,-0.24,797.68,38.56,5120.32,49.62,,,,,,,,,,,,,,,,,,,,,,,
