country_code,year,gdp_growth,unemployment_rate,inflation_rate,trade_balance,foreign_direct_investment,gdp_per_capita,source,gdp_growth_filter,unemployment_rate_filter,inflation_rate_filter,average_gdp_growth,total_trade_balance,gdp_growth_rate_percentage,gdp_per_capita_growth,indicator_code,life_expectancy,maternal_mortality,healthcare_expenditure,infant_mortality,disease_burden,life_expectancy_filter,maternal_mortality_filter,healthcare_expenditure_filter,average_life_expectancy,total_healthcare_expenditure,under5_mortality_per_1k,maternal_mortality_ratio,physicians_per_1k,hospital_beds_per_10k,suicide_rate_per_100k,infant_mortality_rate,literacy_rate,enrollment_primary,enrollment_secondary,enrollment_tertiary,government_expenditure_pct_gdp,literacy_rate_filter,school_enrollment_rate,education_expenditure,education_expenditure_filter,average_literacy_rate,total_education_expenditure,teacher_student_ratio,teacher_student_ratio_metric,primary_completion_rate,gender_parity_in_education,school_enrollment_rate_filter,co2_emissions,renewable_energy_usage,forest_area_pct,energy_use_kg_oil_pc,co2_emissions_filter,renewable_energy_usage_filter,energy_use_filter,total_co2_emissions,renewable_energy_percentage,deforestation_rate,average_deforestation_rate,water_usage,pm25,electric_power_kwh_pc,freshwater_withdrawal_pct,population_total,population_growth,fertility_rate,age_dependency_ratio,gini_index,poverty_rate,homicide_rate,child_labor,stunting_rate,immunization_dpt,internet_usage,mobile_subscriptions,scientific_articles,patent_applications,research_expenditure,broadband_subscriptions,innovation_index,trade_percentage_of_gdp,ip_payments,high_tech_exports,trade_balance_goods,trade_balance_services,exports_of_goods_services
X19,2018,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,97.24,86.98,45.96,20.72,7.27,3.0,66.47,7.27,3.0,92.37799999999999,72.69999999999999,27.6,0.091,76.31,0.78,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2019,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,83.45,83.09,62.47,77.83,7.99,2.0,72.78,7.99,3.0,79.2775,79.9,20.77,0.047,81.85,1.01,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2020,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,71.22,87.35,80.95,79.7,6.31,1.0,84.15,6.31,3.0,67.65899999999999,63.099999999999994,11.39,0.03,69.82,0.73,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2021,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,99.07,89.9,66.46,88.19,4.79,3.0,78.18,4.79,2.0,94.11649999999999,47.9,23.49,0.075,72.1,1.06,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2022,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,94.43,99.93,44.53,29.51,5.08,3.0,72.23,5.08,2.0,89.7085,50.8,30.93,0.053,94.06,1.09,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X19,2023,,,,,,,mock_data,,,,,,,,EDUC_MOCK,,,,,,,,,,,,,,,,,95.11,82.22,96.46,45.44,6.11,3.0,89.34,6.11,3.0,90.3545,61.1,10.27,0.026,61.44,0.91,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2010,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.97,10.77,13.26,9093.08,3.0,1.0,3.0,19970000.0,10.77,-1.35,-0.08,607.07,27.66,2911.08,47.93,,,,,,,,,,,,,,,,,,,,,,,
USA,2011,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.82,50.27,19.04,6547.53,3.0,3.0,3.0,18820000.0,50.27,-0.75,-0.46,685.47,27.55,2138.44,73.66,,,,,,,,,,,,,,,,,,,,,,,
USA,2012,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.86,53.35,55.72,5726.74,2.0,3.0,3.0,6860000.0,53.35,-0.65,-1.21,492.96,11.08,2717.05,78.94,,,,,,,,,,,,,,,,,,,,,,,
USA,2013,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.08,67.96,17.56,1541.91,3.0,3.0,1.0,17080000.0,67.96,-1.24,-1.45,707.5,14.07,7566.86,3.18,,,,,,,,,,,,,,,,,,,,,,,
USA,2014,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.36,67.42,57.33,7369.74,3.0,3.0,3.0,19360000.0,67.42,0.35,-0.37,480.54,14.92,1608.38,14.12,,,,,,,,,,,,,,,,,,,,,,,
USA,2015,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.36,19.2,37.14,606.55,3.0,1.0,1.0,19360000.0,19.2,0.18,0.23,878.67,7.2,12112.21,21.08,,,,,,,,,,,,,,,,,,,,,,,
USA,2016,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.34,7.19,29.84,9968.23,3.0,1.0,3.0,13340000.0,7.19,-1.78,-0.02,903.19,15.45,9880.45,54.01,,,,,,,,,,,,,,,,,,,,,,,
USA,2017,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.95,50.34,27.2,6685.6,3.0,3.0,3.0,12950000.0,50.34,-0.85,0.03,783.84,22.09,9108.96,7.36,,,,,,,,,,,,,,,,,,,,,,,
USA,2018,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25,65.51,15.01,5353.54,2.0,3.0,3.0,7250000.0,65.51,0.87,0.27,355.89,25.32,4791.25,40.94,,,,,,,,,,,,,,,,,,,,,,,
USA,2019,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.68,31.16,37.77,9465.04,3.0,2.0,3.0,17680000.0,31.16,-1.08,-0.28,489.11,27.52,12401.39,99.48,,,,,,,,,,,,,,,,,,,,,,,
USA,2020,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12,52.27,30.21,6703.39,2.0,3.0,3.0,9120000.0,52.27,-1.92,-0.63,218.64,26.24,2030.33,9.96,,,,,,,,,,,,,,,,,,,,,,,
USA,2021,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27,78.29,69.28,2997.18,1.0,3.0,2.0,3270000.0,78.29,-0.18,-1.44,674.85,8.84,12308.53,80.47,,,,,,,,,,,,,,,,,,,,,,,
USA,2022,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,71.6,18.86,819.44,1.0,3.0,1.0,1040000.0,71.6,-1.56,0.04,836.98,30.71,9646.43,39.54,,,,,,,,,,,,,,,,,,,,,,,
USA,2023,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.34,19.53,26.24,1508.87,3.0,1.0,1.0,13340000.0,19.53,-0.48,-1.34,809.65,8.68,6943.16,34.86,,,,,,,,,,,,,,,,,,,,,,,
GBR,2010,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.23,58.75,45.67,1626.61,3.0,3.0,1.0,12230000.0,58.75,-0.31,-0.99,441.87,29.2,9841.79,86.95,,,,,,,,,,,,,,,,,,,,,,,
GBR,2011,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,7.1,58.53,3183.81,3.0,1.0,2.0,16700000.0,7.1,-0.2,-0.58,821.15,18.99,4356.37,29.27,,,,,,,,,,,,,,,,,,,,,,,
GBR,2012,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.25,16.41,22.1,8014.57,3.0,1.0,3.0,12250000.0,16.41,0.97,-0.52,917.32,34.36,5713.74,54.59,,,,,,,,,,,,,,,,,,,,,,,
GBR,2013,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.06,5.3,38.62,6154.2,3.0,1.0,3.0,16059999.999999998,5.3,0.55,-1.02,415.75,46.37,11038.43,52.26,,,,,,,,,,,,,,,,,,,,,,,
GBR,2014,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.23,75.24,18.69,3698.66,3.0,3.0,2.0,13230000.0,75.24,-0.84,-0.33,695.48,28.32,2453.15,7.01,,,,,,,,,,,,,,,,,,,,,,,
GBR,2015,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.64,62.79,62.07,7641.81,3.0,3.0,3.0,19640000.0,62.79,-0.63,-1.08,653.08,50.69,10322.48,50.59,,,,,,,,,,,,,,,,,,,,,,,
GBR,2016,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.52,32.04,68.17,5655.96,2.0,2.0,3.0,5520000.0,32.04,0.99,-1.45,184.27,39.83,810.48,91.87,,,,,,,,,,,,,,,,,,,,,,,
GBR,2017,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99,21.76,12.66,5979.86,2.0,2.0,3.0,6990000.0,21.76,0.66,-0.78,502.23,53.59,12901.03,11.22,,,,,,,,,,,,,,,,,,,,,,,
GBR,2018,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.79,76.69,45.04,1767.24,1.0,3.0,1.0,3790000.0,76.69,-0.35,0.44,260.71,9.89,6637.32,3.27,,,,,,,,,,,,,,,,,,,,,,,
GBR,2019,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.13,53.64,16.0,1602.47,3.0,3.0,1.0,17130000.0,53.64,-0.2,-0.58,658.55,5.78,13361.86,59.95,,,,,,,,,,,,,,,,,,,,,,,
GBR,2020,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,50.25,46.9,7452.33,1.0,3.0,3.0,4660000.0,50.25,-1.78,0.11,779.21,48.86,5426.73,60.43,,,,,,,,,,,,,,,,,,,,,,,
GBR,2021,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95,12.24,69.5,6618.25,1.0,1.0,3.0,4950000.0,12.24,0.65,-0.06,787.42,12.72,1545.35,92.33,,,,,,,,,,,,,,,,,,,,,,,
GBR,2022,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.97,19.77,39.16,2253.41,3.0,1.0,2.0,15970000.0,19.77,-1.31,-0.49,670.9,11.09,13031.38,96.17,,,,,,,,,,,,,,,,,,,,,,,
GBR,2023,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.51,70.44,26.47,6754.49,3.0,3.0,3.0,12510000.0,70.44,0.75,-0.05,624.39,18.54,6431.53,98.59,,,,,,,,,,,,,,,,,,,,,,,
DEU,2010,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.36,61.39,32.09,7349.49,3.0,3.0,3.0,19360000.0,61.39,0.98,-0.95,633.09,37.45,13498.92,13.79,,,,,,,,,,,,,,,,,,,,,,,
DEU,2011,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,70.11,32.46,6652.32,1.0,3.0,3.0,2590000.0,70.11,-0.18,-0.5,989.29,57.83,11272.35,1.95,,,,,,,,,,,,,,,,,,,,,,,
DEU,2012,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,61.03,44.72,2821.51,1.0,3.0,2.0,2670000.0,61.03,-0.87,-1.09,384.2,43.07,4326.11,50.97,,,,,,,,,,,,,,,,,,,,,,,
DEU,2013,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15,11.74,47.0,3995.13,3.0,1.0,2.0,12150000.0,11.74,-1.55,0.01,289.08,17.24,13389.89,6.34,,,,,,,,,,,,,,,,,,,,,,,
DEU,2014,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.58,49.44,40.97,9792.19,2.0,2.0,3.0,8580000.0,49.44,-1.97,-0.24,439.66,18.36,9890.22,43.65,,,,,,,,,,,,,,,,,,,,,,,
DEU,2015,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.75,58.41,12.64,8726.9,2.0,3.0,3.0,9750000.0,58.41,0.84,-0.35,974.3,46.98,11582.08,74.54,,,,,,,,,,,,,,,,,,,,,,,
DEU,2016,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.44,38.09,10.55,7252.44,2.0,2.0,3.0,7440000.0,38.09,-0.84,-0.93,477.01,12.03,9219.31,70.9,,,,,,,,,,,,,,,,,,,,,,,
DEU,2017,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.74,66.6,44.83,1546.2,2.0,3.0,1.0,5740000.0,66.6,-1.63,-0.52,186.68,40.35,5935.13,19.74,,,,,,,,,,,,,,,,,,,,,,,
DEU,2018,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,28.27,48.75,4065.31,1.0,2.0,2.0,2810000.0,28.27,-0.15,-0.58,195.15,56.73,14604.67,20.19,,,,,,,,,,,,,,,,,,,,,,,
DEU,2019,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.16,5.79,26.54,6621.88,2.0,1.0,3.0,6160000.0,5.79,-0.31,-1.12,127.0,34.11,8776.47,43.6,,,,,,,,,,,,,,,,,,,,,,,
DEU,2020,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,12.85,25.76,8061.69,1.0,1.0,3.0,3400000.0,12.85,-0.84,-0.52,495.43,52.96,11550.8,55.38,,,,,,,,,,,,,,,,,,,,,,,
DEU,2021,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.15,78.69,69.86,2985.94,3.0,3.0,2.0,17150000.0,78.69,0.09,-1.41,966.04,17.7,10079.82,71.56,,,,,,,,,,,,,,,,,,,,,,,
DEU,2022,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01,32.58,14.37,4809.88,2.0,2.0,2.0,5010000.0,32.58,-0.12,-1.17,571.84,51.78,4413.72,68.26,,,,,,,,,,,,,,,,,,,,,,,
DEU,2023,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.11,40.52,57.34,2847.21,3.0,2.0,2.0,14110000.0,40.52,-0.9,0.42,722.84,18.46,13966.76,93.48,,,,,,,,,,,,,,,,,,,,,,,
JPN,2010,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.27,15.49,15.29,6162.67,2.0,1.0,3.0,8270000.0,15.49,-1.01,-1.16,845.62,26.95,6639.33,90.67,,,,,,,,,,,,,,,,,,,,,,,
JPN,2011,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,67.69,18.07,3930.09,1.0,3.0,2.0,580000.0,67.69,0.53,-0.92,308.26,14.45,9799.29,78.3,,,,,,,,,,,,,,,,,,,,,,,
JPN,2012,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.73,48.12,68.57,8873.98,3.0,2.0,3.0,18730000.0,48.12,0.76,-0.4,180.82,10.02,9667.29,76.21,,,,,,,,,,,,,,,,,,,,,,,
JPN,2013,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93,14.56,29.29,5289.74,1.0,1.0,3.0,4930000.0,14.56,-0.4,-0.51,810.98,22.65,3652.61,69.36,,,,,,,,,,,,,,,,,,,,,,,
JPN,2014,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.46,70.23,36.74,9502.72,3.0,3.0,3.0,14460000.0,70.23,0.67,0.09,391.32,25.94,6482.22,66.74,,,,,,,,,,,,,,,,,,,,,,,
JPN,2015,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,47.04,20.14,8157.87,1.0,2.0,3.0,2400000.0,47.04,-0.7,-0.93,496.0,32.14,10014.98,46.91,,,,,,,,,,,,,,,,,,,,,,,
JPN,2016,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.02,58.38,10.61,3737.64,2.0,3.0,2.0,9020000.0,58.38,0.89,-0.79,855.99,50.6,13824.46,2.18,,,,,,,,,,,,,,,,,,,,,,,
JPN,2017,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,57.64,69.39,7576.54,1.0,3.0,3.0,2460000.0,57.64,-1.33,-0.34,689.51,19.52,5193.49,62.44,,,,,,,,,,,,,,,,,,,,,,,
JPN,2018,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.87,38.58,58.59,5022.27,3.0,2.0,3.0,16870000.0,38.58,-1.9,-0.64,251.55,21.41,7541.03,60.72,,,,,,,,,,,,,,,,,,,,,,,
JPN,2019,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,73.55,17.58,8032.91,2.0,3.0,3.0,5300000.0,73.55,-0.16,-0.0,943.7,30.94,3409.78,99.4,,,,,,,,,,,,,,,,,,,,,,,
JPN,2020,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.89,60.4,29.38,1708.69,2.0,3.0,1.0,9890000.0,60.4,-0.82,-0.83,512.16,27.31,12660.13,92.87,,,,,,,,,,,,,,,,,,,,,,,
JPN,2021,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54,67.23,59.23,2033.98,1.0,3.0,2.0,1540000.0,67.23,-0.5,-0.94,499.47,42.34,14082.46,78.07,,,,,,,,,,,,,,,,,,,,,,,
JPN,2022,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.53,22.93,59.17,8438.92,2.0,2.0,3.0,7530000.0,22.93,-0.38,-1.23,608.45,45.37,1300.18,56.47,,,,,,,,,,,,,,,,,,,,,,,
JPN,2023,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.61,53.19,22.67,7515.53,2.0,3.0,3.0,5610000.0,53.19,0.96,-0.01,760.37,59.65,9485.69,40.04,,,,,,,,,,,,,,,,,,,,,,,
CHN,2010,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.07,78.74,16.3,6768.96,3.0,3.0,3.0,16070000.0,78.74,-1.56,-0.41,308.71,38.42,13656.94,96.99,,,,,,,,,,,,,,,,,,,,,,,
CHN,2011,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,65.23,36.4,1162.38,3.0,3.0,1.0,10400000.0,65.23,-1.34,-0.21,984.95,54.76,10481.47,91.29,,,,,,,,,,,,,,,,,,,,,,,
CHN,2012,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.03,45.06,31.31,7970.45,3.0,2.0,3.0,18030000.0,45.06,-1.61,-0.53,961.56,53.77,5369.65,11.29,,,,,,,,,,,,,,,,,,,,,,,
CHN,2013,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.83,49.19,61.64,5818.34,3.0,2.0,3.0,19830000.0,49.19,0.72,-0.15,723.65,40.46,1885.82,14.7,,,,,,,,,,,,,,,,,,,,,,,
CHN,2014,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,11.07,56.55,3135.51,2.0,1.0,2.0,8000000.0,11.07,-1.9,-1.29,284.28,43.52,1865.45,92.3,,,,,,,,,,,,,,,,,,,,,,,
CHN,2015,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,74.73,26.19,3276.69,2.0,3.0,2.0,8300000.000000001,74.73,0.95,0.3,733.59,12.83,10846.14,35.61,,,,,,,,,,,,,,,,,,,,,,,
CHN,2016,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.95,53.34,18.78,9285.37,3.0,3.0,3.0,13950000.0,53.34,-1.91,-1.47,786.9,11.49,9747.06,34.57,,,,,,,,,,,,,,,,,,,,,,,
CHN,2017,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.62,48.44,50.96,2757.86,2.0,2.0,2.0,6620000.0,48.44,-1.37,-0.67,450.33,16.25,5456.94,68.05,,,,,,,,,,,,,,,,,,,,,,,
CHN,2018,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79,40.85,38.43,8437.61,1.0,2.0,3.0,2790000.0,40.85,-1.76,-0.84,631.26,59.77,5881.43,94.06,,,,,,,,,,,,,,,,,,,,,,,
CHN,2019,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.46,74.81,63.52,6294.57,3.0,3.0,3.0,14460000.0,74.81,-1.34,-0.56,458.41,57.15,6862.21,78.37,,,,,,,,,,,,,,,,,,,,,,,
CHN,2020,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.94,11.44,12.3,4195.29,3.0,1.0,2.0,10940000.0,11.44,-0.66,-1.13,505.69,7.25,2011.67,95.07,,,,,,,,,,,,,,,,,,,,,,,
CHN,2021,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.48,70.08,29.43,3383.35,3.0,3.0,2.0,17480000.0,70.08,-1.32,-0.6,103.9,8.31,13465.39,60.88,,,,,,,,,,,,,,,,,,,,,,,
CHN,2022,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95,55.99,44.86,6510.08,1.0,3.0,3.0,3950000.0,55.99,-1.47,-0.4,317.2,16.36,10227.72,80.9,,,,,,,,,,,,,,,,,,,,,,,
CHN,2023,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91,37.55,67.65,7438.78,1.0,2.0,3.0,4910000.0,37.55,-1.94,-1.46,358.74,29.52,6102.44,81.61,,,,,,,,,,,,,,,,,,,,,,,
FRA,2010,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.36,68.33,54.1,4792.95,2.0,3.0,2.0,8359999.999999999,68.33,-0.24,-0.3,812.57,53.8,2484.14,67.33,,,,,,,,,,,,,,,,,,,,,,,
FRA,2011,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.19,12.92,43.54,521.67,3.0,1.0,1.0,14190000.0,12.92,0.99,-0.1,737.0,6.25,1641.29,34.03,,,,,,,,,,,,,,,,,,,,,,,
FRA,2012,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.04,54.33,29.77,6973.11,3.0,3.0,3.0,10040000.0,54.33,-1.33,-0.75,466.13,36.89,6615.44,27.81,,,,,,,,,,,,,,,,,,,,,,,
FRA,2013,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.38,66.83,45.67,4954.56,3.0,3.0,2.0,14380000.0,66.83,-1.41,-0.61,470.56,42.55,5800.81,58.05,,,,,,,,,,,,,,,,,,,,,,,
FRA,2014,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07,75.4,24.94,8855.88,2.0,3.0,3.0,5070000.0,75.4,-1.07,-0.42,140.98,13.45,7682.9,88.14,,,,,,,,,,,,,,,,,,,,,,,
FRA,2015,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,21.58,34.81,8424.43,3.0,2.0,3.0,13100000.0,21.58,-1.56,-1.28,910.24,31.53,4677.2,71.07,,,,,,,,,,,,,,,,,,,,,,,
FRA,2016,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51,64.08,14.96,966.73,1.0,3.0,1.0,3510000.0,64.08,-1.8,0.41,675.76,39.43,6352.93,45.95,,,,,,,,,,,,,,,,,,,,,,,
FRA,2017,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.42,8.84,43.08,1394.26,3.0,1.0,1.0,17420000.0,8.84,-0.17,-0.03,210.62,19.33,11252.09,23.57,,,,,,,,,,,,,,,,,,,,,,,
FRA,2018,,,,,,,mock_data,,,,,,,,ENV_MOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.66,14.52,55.05,8696.1,3.0,1.0,3.0,19660000.0,14.52,0.72,-0.0,897.13,9.87,13503.18,38.05,,,,,,,,,,,,,,,,,,,,,,,
